experiment,item,object,version,condition,setting,critical,central_word,distinguishing_word,notes,key inference,critical_masked,full_masked,bert_mask_all_mean,bert_mask_one_mean,bert_mask_all_sum,bert_mask_one_sum,roberta_mask_all_mean,roberta_mask_one_mean,roberta_mask_all_sum,roberta_mask_one_sum,bert_nsp,cd_cosine_bert_ln2,sc_cosine_bert_ln2,gpt3_ada_spl,gpt3_davinci_spl
1,16,-,a,afforded,Harry accidentally dropped his book behind his bed.  He couldn’t reach it with his hand.,He tried to push it out by using a rolled paper.,push,rolled paper,,,He tried to push it out by using a [MASK] .,Harry accidentally dropped his book behind his bed.  He couldn’t reach it with his hand. He tried to push it out by using a [MASK] .,18.60362851256471,7.8781227032144026,37.20725702512942,24.771138079840593,22.614341981714677,12.385569039920295,45.228683963429354,24.771138079840593,0.9271129369735718,0.2490967512130737,0.06389427185058594,164.87777721568088,134.57794316272586
1,16,-,b,related,Harry accidentally dropped his book behind his bed.  He couldn’t reach it with his hand.,He tried to push it out by using a mop handle.,push,mop handle,,,He tried to push it out by using a [MASK] .,Harry accidentally dropped his book behind his bed.  He couldn’t reach it with his hand. He tried to push it out by using a [MASK] .,15.573417861178527,6.764870191643925,46.720253583535566,49.82719060705862,22.31689097123149,24.91359530352931,44.63378194246298,49.82719060705862,0.93328195810318,0.2263326644897461,0.06233549118041992,162.44472724116088,134.06797968034618
1,16,-,c,nonafforded,Harry accidentally dropped his book behind his bed.  He couldn’t reach it with his hand.,He tried to push it out by using a smelly sock.,push,smelly sock,,,He tried to push it out by using a [MASK] .,Harry accidentally dropped his book behind his bed.  He couldn’t reach it with his hand. He tried to push it out by using a [MASK] .,20.26917297672673,10.046637433328083,81.07669190690692,26.27724853689815,25.485120898265468,8.759082845632717,76.4553626947964,26.27724853689815,0.9299001693725586,0.2457136511802673,0.056159377098083496,169.21043703776073,134.92766264049126
1,17,-,a,related,"Janet was teaching her class and desperately needed to draw on the blackboard, but as usual, the janitorial staff had forgotten to put fresh supplies in the classroom.",She looked around and found an eraser and some chalk in a cup to use on the blackboard.,blackboard,chalk,,,She looked around and found an eraser and some [MASK] in a cup to use on the blackboard.,"Janet was teaching her class and desperately needed to draw on the blackboard, but as usual, the janitorial staff had forgotten to put fresh supplies in the classroom. She looked around and found an eraser and some [MASK] in a cup to use on the blackboard.",2.515358069043628,2.515358069043628,2.515358069043628,27.61505946471421,23.632311299930162,13.807529732357105,47.264622599860324,27.61505946471421,0.9767661094665528,0.2690976858139038,0.04770869016647339,231.28800967998075,193.70491398657327
1,17,-,b,afforded,"Janet was teaching her class and desperately needed to draw on the blackboard, but as usual, the janitorial staff had forgotten to put fresh supplies in the classroom.",She looked around and found an eraser and some rice in a cup to use on the blackboard.,blackboard,rice,,,She looked around and found an eraser and some [MASK] in a cup to use on the blackboard.,"Janet was teaching her class and desperately needed to draw on the blackboard, but as usual, the janitorial staff had forgotten to put fresh supplies in the classroom. She looked around and found an eraser and some [MASK] in a cup to use on the blackboard.",19.362285763704747,19.362285763704747,19.362285763704747,37.49122548690749,37.49122548690749,37.49122548690749,37.49122548690749,37.49122548690749,0.968134343624115,0.2959912419319153,0.049554228782653816,240.23779697622078,210.72548076644446
1,17,-,c,nonafforded,"Janet was teaching her class and desperately needed to draw on the blackboard, but as usual, the janitorial staff had forgotten to put fresh supplies in the classroom.",She looked around and found a brush and some water in a cup to use on the blackboard.,blackboard,water,,,She looked around and found a brush and some [MASK] in a cup to use on the blackboard.,"Janet was teaching her class and desperately needed to draw on the blackboard, but as usual, the janitorial staff had forgotten to put fresh supplies in the classroom. She looked around and found a brush and some [MASK] in a cup to use on the blackboard.",7.144507551347253,7.144507551347253,7.144507551347253,29.32294492133313,29.32294492133313,29.32294492133313,29.32294492133313,29.32294492133313,0.977014660835266,0.29758375883102417,0.052702903747558594,225.49326624070827,198.5421221043231
1,18,-,a,nonafforded,"Judy was trying to complete the Xeroxing using the machine in the hallway, but people kept asking her if they could cut in to make a few copies.",She became so frustrated that she moved the Xerox machine into her mailbox to get some privacy.,privacy,her mailbox,,,She became so frustrated that she moved the Xerox machine into [MASK] to get some privacy.,"Judy was trying to complete the Xeroxing using the machine in the hallway, but people kept asking her if they could cut in to make a few copies. She became so frustrated that she moved the Xerox machine into [MASK] to get some privacy.",19.9804966605244,4.041503495548627,59.9414899815732,44.570554507298404,20.72408954146329,22.285277253649202,41.44817908292657,44.570554507298404,0.9903208613395692,0.2348385453224182,0.054019927978515625,225.1878589925261,187.28976844105168
1,18,-,b,afforded,"Judy was trying to complete the Xeroxing using the machine in the hallway, but people kept asking her if they could cut in to make a few copies.",She became so frustrated that she moved the Xerox machine into the lavatory to get some privacy.,privacy,the lavatory,,,She became so frustrated that she moved the Xerox machine into [MASK] to get some privacy.,"Judy was trying to complete the Xeroxing using the machine in the hallway, but people kept asking her if they could cut in to make a few copies. She became so frustrated that she moved the Xerox machine into [MASK] to get some privacy.",22.86836874566513,7.538228897656758,68.6051062369954,26.223033747823372,19.78018694947267,8.741011249274457,59.340560848418036,26.223033747823372,0.9884580969810486,0.2163532376289368,0.04963904619216919,217.16762105762007,185.3121298479139
1,18,-,c,related,"Judy was trying to complete the Xeroxing using the machine in the hallway, but people kept asking her if they could cut in to make a few copies.",She became so frustrated that she moved the Xerox machine into her office to get some privacy.,privacy,her office,,,She became so frustrated that she moved the Xerox machine into [MASK] to get some privacy.,"Judy was trying to complete the Xeroxing using the machine in the hallway, but people kept asking her if they could cut in to make a few copies. She became so frustrated that she moved the Xerox machine into [MASK] to get some privacy.",5.74141721514199,1.4307488490462823,11.48283443028398,24.51916794342813,12.438311564114333,12.259583971714067,24.876623128228665,24.51916794342813,0.990687906742096,0.2390592694282532,0.05019950866699219,211.64749959523598,174.42979283991153
2,1,1,a,afforded,Susan and Sara were having a water fight in their kitchen.,Susan threw some hot water on Sara's arm and it burned the skin off her arm.,-,hot water,,,Susan threw some [MASK] on Sara's arm and it burned the skin off her arm.,Susan and Sara were having a water fight in their kitchen. Susan threw some [MASK] on Sara's arm and it burned the skin off her arm.,9.31837621558588,1.1314595004018415,18.63675243117176,19.78528666880021,10.452799763485883,9.892643334400107,20.905599526971766,19.78528666880021,0.9379288554191588,,0.05759179592132568,124.25861917294677,112.30967049034626
2,1,1,b,nonafforded,Susan and Sara were having a water fight in their kitchen.,Susan took a pitcher of hot water and poured it on Sara to cool her off.,-,hot water,,,Susan took a pitcher of [MASK] and poured it on Sara to cool her off.,Susan and Sara were having a water fight in their kitchen. Susan took a pitcher of [MASK] and poured it on Sara to cool her off.,5.450479061073317,1.6160488374338462,10.900958122146633,25.989344526205866,13.158390684562875,12.994672263102933,26.31678136912577,25.989344526205866,0.8785600066184998,,0.0647737979888916,115.63431746956124,96.57301411790263
2,1,2,a,afforded,Susan and Sara were having a water fight in their kitchen.,Susan took a pitcher of cold water and poured it on Sara to cool her off.,-,cold water,,,Susan took a pitcher of [MASK] and poured it on Sara to cool her off.,Susan and Sara were having a water fight in their kitchen. Susan took a pitcher of [MASK] and poured it on Sara to cool her off.,4.783378214296549,0.7999093533062764,9.566756428593099,24.125627739785603,11.932720868673297,12.062813869892802,23.8654417373466,24.125627739785603,0.8892437219619751,,0.06681334972381593,114.66646580859354,90.79078718774002
2,1,2,b,nonafforded,Susan and Sara were having a water fight in their kitchen.,Susan threw some cold water on Sara's arm and it burned the skin of off her arm.,-,cold water,,,Susan threw some [MASK] on Sara's arm and it burned the skin of off her arm.,Susan and Sara were having a water fight in their kitchen. Susan threw some [MASK] on Sara's arm and it burned the skin of off her arm.,9.07687580053883,0.7792546530434408,18.15375160107766,27.1601184597108,14.051709772730884,13.580059229855404,28.10341954546177,27.1601184597108,0.9372445940971376,,0.06844764947891235,142.14579907892883,130.78105174253145
2,2,1,a,afforded,Kate was cleaning her kitchen on Sunday morning after a big party she had the night before.,"Since she couldn't reach the ceiling, she stuck her broom up in the air to try to get a piece of gum off her ceiling tile.",-,ceiling tile,,,"Since she couldn't reach the ceiling, she stuck her broom up in the air to try to get a piece of gum off her [MASK] .","Kate was cleaning her kitchen on Sunday morning after a big party she had the night before. Since she couldn't reach the ceiling, she stuck her broom up in the air to try to get a piece of gum off her [MASK] .",9.59645140832948,3.882221761332653,19.19290281665896,21.935694930230287,19.69155980949884,7.311898310076763,59.07467942849652,21.935694930230287,0.931334376335144,,0.08241289854049683,196.08198245602728,167.90228605558764
2,2,1,b,nonafforded,Kate was cleaning her kitchen on Sunday morning after a big party she had the night before.,She got down on her hands and knees to scrape the beer stains off the ceiling tile.,-,ceiling tile,,,She got down on her hands and knees to scrape the beer stains off the [MASK] .,Kate was cleaning her kitchen on Sunday morning after a big party she had the night before. She got down on her hands and knees to scrape the beer stains off the [MASK] .,8.030518666363282,9.322386064845864,16.06103733272657,34.60900717490301,18.89697063034002,11.536335724967673,56.69091189102007,34.60900717490301,0.9466956853866576,,0.0937303900718689,136.6056764654345,130.76020774906917
2,2,2,a,afforded,Kate was cleaning her kitchen on Sunday morning after a big party she had the night before.,She got down on her hands and knees to scrape the beer stains off the floor tile.,-,floor tile,,,She got down on her hands and knees to scrape the beer stains off the [MASK] .,Kate was cleaning her kitchen on Sunday morning after a big party she had the night before. She got down on her hands and knees to scrape the beer stains off the [MASK] .,6.175230622523412,9.978388963493742,12.350461245046825,41.86146504356736,18.78982481436765,20.93073252178368,37.57964962873531,41.86146504356736,0.9526496529579164,,0.09551328420639038,136.13350661582822,123.51203754668671
2,2,2,b,nonafforded,Kate was cleaning her kitchen on Sunday morning after a big party she had the night before.,"Since she couldn't reach the ceiling, she stuck her broom up broom uppom up in the air to try to get a piece of gum off her floor tile.",-,floor tile,,,"Since she couldn't reach the ceiling, she stuck her broom up broom uppom up in the air to try to get a piece of gum off her [MASK] .","Kate was cleaning her kitchen on Sunday morning after a big party she had the night before. Since she couldn't reach the ceiling, she stuck her broom up broom uppom up in the air to try to get a piece of gum off her [MASK] .",10.902227408330088,5.522550681170935,21.804454816660176,33.47990611198673,19.242763164011,16.739953055993364,38.485526328022,33.47990611198673,0.9493366479873656,,0.0807686448097229,254.0701664482493,239.06523857766618
2,3,1,a,afforded,Jenny's family was on a camping trip in the mountains.  Jenny was sleeping in a tent by herself and she started to get a little scared as she drifted off to sleep.,She grabbed a teddy bear out of her backpack to cuddle with while she slept.,-,teddy bear,,,She grabbed a [MASK] out of her backpack to cuddle with while she slept.,Jenny's family was on a camping trip in the mountains.  Jenny was sleeping in a tent by herself and she started to get a little scared as she drifted off to sleep. She grabbed a [MASK] out of her backpack to cuddle with while she slept.,22.77066101006209,9.580322491231405,68.31198303018627,38.367656346977796,17.80057418646466,12.78921878232593,53.40172255939398,38.367656346977796,0.9425817131996156,,0.07595580816268921,228.3222085659384,183.25240953701737
2,3,1,b,nonafforded,Jenny's family was on a camping trip in the mountains.  Jenny was sleeping in a tent by herself and she started to get a little scared as she drifted off to sleep.,She screamed as she saw a large teddy bear eating their leftover dinner.,-,teddy bear,,,She screamed as she saw a large [MASK] eating their leftover dinner.,Jenny's family was on a camping trip in the mountains.  Jenny was sleeping in a tent by herself and she started to get a little scared as she drifted off to sleep. She screamed as she saw a large [MASK] eating their leftover dinner.,19.770869317760297,8.915943663329124,59.31260795328089,40.65229208691765,23.36855097766697,13.550764028972552,70.10565293300091,40.65229208691765,0.9685826897621156,,0.06806761026382446,242.3871214022345,208.5797224583771
2,3,2,a,afforded,Jenny's family was on a camping trip in the mountains.  Jenny was sleeping in a tent by herself and she started to get a little scared as she drifted off to sleep.,She screamed as she saw a large grizzly bear eating their leftover dinner.,-,grizzly bear,,,She screamed as she saw a large [MASK] eating their leftover dinner.,Jenny's family was on a camping trip in the mountains.  Jenny was sleeping in a tent by herself and she started to get a little scared as she drifted off to sleep. She screamed as she saw a large [MASK] eating their leftover dinner.,23.285171318184037,9.304026119122963,116.42585659092012,17.35932408528357,19.51343742714976,3.4718648170567143,97.56718713574881,17.35932408528357,0.9720120429992676,,0.06649118661880493,237.1446954623864,195.76169100534196
2,3,2,b,nonafforded,Jenny's family was on a camping trip in the mountains.  Jenny was sleeping in a tent by herself and she started to get a little scared as she drifted off to sleep.,She grabbed a grizzly bear out of her backpack to cuddle with while she slept.,-,grizzly bear,,,She grabbed a [MASK] out of her backpack to cuddle with while she slept.,Jenny's family was on a camping trip in the mountains.  Jenny was sleeping in a tent by herself and she started to get a little scared as she drifted off to sleep. She grabbed a [MASK] out of her backpack to cuddle with while she slept.,21.06511177971479,10.344851401082213,105.32555889857395,19.756261662653305,18.67574788353729,3.9512523325306614,93.37873941768645,19.756261662653305,0.9537503123283386,,0.07223808765411377,243.1616318006845,193.92503994579135
2,4,1,a,afforded,Bill noticed that there was water dripping from his ceiling.,Bill used a thin plastic sheet to protect his chair from the water.,-,plastic sheet,,,Bill used a thin [MASK] to protect his chair from the water.,Bill noticed that there was water dripping from his ceiling. Bill used a thin [MASK] to protect his chair from the water.,7.1836781373407685,2.095789778852512,14.367356274681539,26.543840128511032,16.230556823128158,8.847946709503676,48.691670469384476,26.543840128511032,0.9870108366012572,,0.054801642894744866,116.1735304974467,111.85567349111473
2,4,1,b,nonafforded,Bill noticed that there was water dripping from his ceiling.,Bill used a thin plastic sheet to absorb the water that had fallen.,-,plastic sheet,,,Bill used a thin [MASK] to absorb the water that had fallen.,Bill noticed that there was water dripping from his ceiling. Bill used a thin [MASK] to absorb the water that had fallen.,7.182319575804367,2.756941749348595,14.364639151608735,24.21323261256189,17.391860230886227,8.07107753752063,52.17558069265869,24.21323261256189,0.9369993805885316,,0.05368679761886597,114.39157208422456,118.75010154914925
2,4,2,a,afforded,Bill noticed that there was water dripping from his ceiling.,Bill used a thin cloth sheet to absorb the water that had fallen.,-,cloth sheet,,,Bill used a thin [MASK] to absorb the water that had fallen.,Bill noticed that there was water dripping from his ceiling. Bill used a thin [MASK] to absorb the water that had fallen.,3.7884330068238596,6.952518624764607,7.5768660136477175,30.143516516151646,11.734076904508814,15.071758258075823,23.46815380901763,30.143516516151646,0.9526506066322328,,0.05741298198699951,123.04075404462283,123.42115205733205
2,4,2,b,nonafforded,Bill noticed that there was water dripping from his ceiling.,Bill used a thin cloth sheet to protect his chair from the water.,-,cloth sheet,,,Bill used a thin [MASK] to protect his chair from the water.,Bill noticed that there was water dripping from his ceiling. Bill used a thin [MASK] to protect his chair from the water.,3.7700762643636936,6.42433639417088,7.540152528727387,29.39681512501869,12.12388700600358,14.698407562509349,24.24777401200717,29.39681512501869,0.9933742880821228,,0.05375289916992188,126.09628915953026,125.03191349633562
2,5,1,a,afforded,Richard was digging through a box of junk in his basement.,He crushed a ping pong ball in his hand.,-,ping pong ball,,,He crushed a [MASK] in his hand.,Richard was digging through a box of junk in his basement. He crushed a [MASK] in his hand.,22.01990921519967,8.789652040338204,110.09954607599836,28.485445065575014,19.361990840530144,7.1213612663937536,77.44796336212056,28.485445065575014,0.8409680128097534,,0.10033369064331056,88.92227589428897,85.50380179664806
2,5,1,b,nonafforded,Richard was digging through a box of junk in his basement.,He sunk a ping pong ball in a bucket of water.,-,ping pong ball,,,He sunk a [MASK] in a bucket of water.,Richard was digging through a box of junk in his basement. He sunk a [MASK] in a bucket of water.,20.980241501934465,7.655887325653702,104.90120750967232,28.694925961734704,20.50104316717785,7.173731490433676,82.00417266871142,28.694925961734704,0.8437421917915344,,0.09870243072509766,104.88201624000232,101.11391051902099
2,5,2,a,afforded,Richard was digging through a box of junk in his basement.,He sunk a steel ball in a bucket of water.,-,steel ball,,,He sunk a [MASK] in a bucket of water.,Richard was digging through a box of junk in his basement. He sunk a [MASK] in a bucket of water.,12.525702732390634,10.27262009810258,25.05140546478127,45.74060879958976,21.604997296166125,22.87030439979488,43.20999459233225,45.74060879958976,0.7873062491416931,,0.0746314525604248,104.78653735751371,107.83415767430341
2,5,2,b,nonafforded,Richard was digging through a box of junk in his basement.,He crushed a steel ball in his haaand.,-,steel ball,,,He crushed a [MASK] in his haaand.,Richard was digging through a box of junk in his basement. He crushed a [MASK] in his haaand.,10.680504685699542,7.5538591725672175,21.361009371399085,47.56385608178676,21.70272582213797,23.78192804089338,43.40545164427594,47.56385608178676,0.8198260664939879,,0.08972686529159546,124.20228028692769,111.87162672631518
2,6,1,a,afforded,Henry had just finished skinny dipping in the lake.,He covered up his body with his beach towel.,-,beach towel,,,He covered up his body with his [MASK] .,Henry had just finished skinny dipping in the lake. He covered up his body with his [MASK] .,7.348061725662722,1.6081921860259327,14.696123451325445,42.207150813691285,20.059203030303628,14.06905027123043,60.1776090909109,42.207150813691285,0.9129146933555604,,0.06822210550308228,91.44201652641429,82.53748534875886
2,6,1,b,nonafforded,Henry had just finished skinny dipping in the lake.,He pulled out a beach towel from his jeans' pocket.,-,beach towel,,,He pulled out a [MASK] from his jeans' pocket.,Henry had just finished skinny dipping in the lake. He pulled out a [MASK] from his jeans' pocket.,14.438768065985014,3.39980122813454,28.87753613197003,57.4236563350948,20.7707897028058,19.141218778364934,62.312369108417386,57.4236563350948,0.7604984045028687,,0.09833592176437378,92.37719355400657,90.89541680758703
2,6,2,a,afforded,Henry had just finished skinny dipping in the lake.,He pulled out a hand towel from his jeans' pocket.,-,hand towel,,,He pulled out a [MASK] from his jeans' pocket.,Henry had just finished skinny dipping in the lake. He pulled out a [MASK] from his jeans' pocket.,13.974730632442176,9.783269759831699,27.949461264884352,25.099570212248782,17.09679782643719,12.549785106124391,34.19359565287438,25.099570212248782,0.7375714778900146,,0.1201704740524292,90.67671122780303,86.90373927704454
2,6,2,b,nonafforded,Henry had just finished skinny dipping in the lake.,He covered up his body with his hand towel.,-,hand towel,,,He covered up his body with his [MASK] .,Henry had just finished skinny dipping in the lake. He covered up his body with his [MASK] .,11.610822279753563,4.476839914958747,23.221644559507126,26.66826945292745,16.13475367765954,13.334134726463725,32.26950735531908,26.66826945292745,0.9028391242027284,,0.09048342704772948,95.21356215672061,82.93989131364307
2,7,1,a,afforded,John was cleaning up his garage.,He put all the old baseballs he found into a garbage can.,-,garbage can,,,He put all the old baseballs he found into a [MASK] .,John was cleaning up his garage. He put all the old baseballs he found into a [MASK] .,13.721846832684605,2.0649954057998468,27.44369366536921,16.54836260086745,20.569104644349913,5.516120866955816,61.70731393304975,16.54836260086745,0.9366034269332886,,0.07411766052246094,98.05243086337883,83.99772149829113
2,7,1,b,nonafforded,John was cleaning up his garage.,He found an old garbage can and put it in his glove compartment.,-,garbage can,,,He found an old [MASK] and put it in his glove compartment.,John was cleaning up his garage. He found an old [MASK] and put it in his glove compartment.,13.884872358636596,2.56541945138146,27.76974471727319,20.707842959975288,20.99011190298464,6.902614319991765,62.97033570895393,20.707842959975288,0.9343711733818054,,0.0707695484161377,88.85232748151347,85.33134722587937
2,7,2,a,afforded,John was cleaning up his garage.,He found an old soda can and put it in his glove compartment.,-,soda can,,,He found an old [MASK] and put it in his glove compartment.,John was cleaning up his garage. He found an old [MASK] and put it in his glove compartment.,14.099225903343001,3.9794596708204617,28.198451806686002,34.13621761848921,17.709828404994767,11.37873920616307,53.12948521498429,34.13621761848921,0.9081910252571106,,0.08122587203979492,81.5490685749266,81.28985653159856
2,7,2,b,nonafforded,John was cleaning up his garage.,He put all the old baseballs he found into a soda can.,-,soda can,,,He put all the old baseballs he found into a [MASK] .,John was cleaning up his garage. He put all the old baseballs he found into a [MASK] .,18.666924812765696,8.841081983617046,37.33384962553139,31.402241530937648,21.907280078178157,10.467413843645883,65.7218402345345,31.402241530937648,0.9208560585975648,,0.0845409631729126,103.63503113721107,92.46948468898358
2,8,1,a,afforded,Janice was sitting in her den.,The ticking of the desk clock was annoying her so she placed it in her drawer.,-,desk clock,,,The ticking of the [MASK] was annoying her so she placed it in her drawer.,Janice was sitting in her den. The ticking of the [MASK] was annoying her so she placed it in her drawer.,10.122508047109603,7.907036132965692,20.245016094219206,33.645156119344456,19.439391851756024,11.21505203978149,58.31817555526808,33.645156119344456,0.930666208267212,,0.08809781074523926,119.34842521204719,101.14358449581388
2,8,1,b,nonafforded,Janice was sitting in her den.,"She wanted to hide a folder from her husband, so she put it inside the desk clock.",-,desk clock,,,"She wanted to hide a folder from her husband, so she put it inside the [MASK] .","Janice was sitting in her den. She wanted to hide a folder from her husband, so she put it inside the [MASK] .",14.992395832739662,21.318438414456587,29.984791665479325,50.71462706084302,24.650236178704358,16.904875686947673,73.95070853611304,50.71462706084302,0.9115661382675172,,0.06718158721923828,134.42127744749888,111.7370882868388
2,8,2,a,afforded,Janice was sitting in her den.,The ticking of the grandfather clock was annoying her so she placed it in her drawer.,-,grandfather clock,,,The ticking of the [MASK] was annoying her so she placed it in her drawer.,Janice was sitting in her den. The ticking of the [MASK] was annoying her so she placed it in her drawer.,11.352133688354053,2.114580068244372,22.704267376708106,20.399503935458213,19.638107074313137,6.799834645152737,58.91432122293941,20.399503935458213,0.901894211769104,,0.09355020523071288,111.1372633655802,103.74087158503737
2,8,2,b,nonafforded,Janice was sitting in her den.,"She wanted to hide a folder from her husband, so she put it inside the grandfather clock.",-,grandfather clock,,,"She wanted to hide a folder from her husband, so she put it inside the [MASK] .","Janice was sitting in her den. She wanted to hide a folder from her husband, so she put it inside the [MASK] .",21.462236913177787,1.4882482934833638,42.92447382635557,22.168450858733774,24.094078723506733,7.389483619577925,72.28223617052015,22.168450858733774,0.9002611041069031,,0.06733393669128418,127.31814515743801,107.45495779818523
2,9,1,a,afforded,Julie needed some extra money to pay bills. ,She decided she would rent out the extra room in her ranch house to college students.,-,ranch house,,,She decided she would rent out the extra room in her [MASK] to college students.,Julie needed some extra money to pay bills.  She decided she would rent out the extra room in her [MASK] to college students.,8.293953661001568,5.444179003899263,16.587907322003133,38.32082430126663,23.039470355036034,19.16041215063332,46.07894071007207,38.32082430126663,0.954599916934967,,0.059935212135314934,144.2340447366991,121.55901672705873
2,9,1,b,nonafforded,Julie needed some extra money to pay bills. ,She decided to throw her ranch house into the backseat of her car and take it to the pawn shop.,-,ranch house,,,She decided to throw her [MASK] into the backseat of her car and take it to the pawn shop.,Julie needed some extra money to pay bills.  She decided to throw her [MASK] into the backseat of her car and take it to the pawn shop.,16.86249633653399,12.434849218677698,33.72499267306798,43.307995427197625,26.55739506260025,21.65399771359881,53.11479012520051,43.307995427197625,0.9394917488098145,,0.081429123878479,153.829123655764,137.86664310284323
2,9,2,a,afforded,Julie needed some extra money to pay bills. ,She decided to throw her doll house into the backseat of her car and take it to the pawn shop.,-,doll house,,,She decided to throw her [MASK] into the backseat of her car and take it to the pawn shop.,Julie needed some extra money to pay bills.  She decided to throw her [MASK] into the backseat of her car and take it to the pawn shop.,15.892177086255787,8.596374251468667,31.784354172511566,32.69292587615759,19.45022854095216,10.897641958719197,58.350685622856474,32.69292587615759,0.9308758378028872,,0.08270347118377687,144.3178912293777,131.66648018718618
2,9,2,b,nonafforded,Julie needed some extra money to pay bills. ,She decided she would rent out the extra room in her doll house to college students.,-,doll house,,,She decided she would rent out the extra room in her [MASK] to college students.,Julie needed some extra money to pay bills.  She decided she would rent out the extra room in her [MASK] to college students.,10.872726611203587,8.341923515087812,21.745453222407175,36.43850318733744,20.505101966754573,12.146167729112479,61.515305900263726,36.43850318733744,0.9468865394592284,,0.06362730264663696,147.74225695799907,125.75136629075823
2,10,1,a,afforded,Brian had many things to do before his father came to see his new apartment.,He picked up his matchbox car and set it on the train set to make it appear more realistic.,-,matchbox car,,,He picked up his [MASK] and set it on the train set to make it appear more realistic.,Brian had many things to do before his father came to see his new apartment. He picked up his [MASK] and set it on the train set to make it appear more realistic.,14.568568030339096,9.376327586588019,43.70570409101728,24.671621447360806,17.839046252188,8.223873815786934,53.51713875656401,24.671621447360806,0.9337628483772278,,0.07013523578643799,171.29425541929575,149.95659166648056
2,10,1,b,nonafforded,Brian had many things to do before his father came to see his new apartment.,He drove his matchbox car to the shopping mall to pick up his roommates.,-,matchbox car,,,He drove his [MASK] to the shopping mall to pick up his roommates.,Brian had many things to do before his father came to see his new apartment. He drove his [MASK] to the shopping mall to pick up his roommates.,18.49692540154472,9.610468102716302,55.49077620463415,24.362966583284212,18.51819542914482,8.120988861094736,55.554586287434475,24.362966583284212,0.943139910697937,,0.048187673091888435,148.94908541386067,137.68235679831434
2,10,2,a,afforded,Brian had many things to do before his father came to see his new apartment.,He drove his luxury car to the shopping mall to pick up his roommates.,-,luxury car,,,He drove his [MASK] to the shopping mall to pick up his roommates.,Brian had many things to do before his father came to see his new apartment. He drove his [MASK] to the shopping mall to pick up his roommates.,14.0181208511241,6.114151861183107,28.0362417022482,16.036917979870708,18.19273558860364,5.345639326623568,54.5782067658109,16.036917979870708,0.9542121887207032,,0.050107717514038086,139.97017644394705,127.68493729413052
2,10,2,b,nonafforded,Brian had many things to do before his father came to see his new apartment.,He picked up his luxury car and set it on the train set to make it appear more realistic.,-,luxury car,,,He picked up his [MASK] and set it on the train set to make it appear more realistic.,Brian had many things to do before his father came to see his new apartment. He picked up his [MASK] and set it on the train set to make it appear more realistic.,14.462163062492776,9.20346965386094,28.924326124985555,25.50959222822815,22.64745931914109,8.503197409409383,67.94237795742328,25.50959222822815,0.9266330599784852,,0.06214064359664918,178.7014214065431,161.808667560901
2,11,1,a,afforded,"John knew that he would not be able to watch all of the movie on TV, and so he considered various options.",He decided to use his VCR to record his favorite TV show on some video tape.,-,video tape,,,He decided to use his VCR to record his favorite TV show on some [MASK] .,"John knew that he would not be able to watch all of the movie on TV, and so he considered various options. He decided to use his VCR to record his favorite TV show on some [MASK] .",4.784864177511609,4.420282598449495,9.569728355023218,22.74334899298693,12.365564351300035,11.371674496493455,24.73112870260007,22.74334899298693,0.9558055996894836,,0.0600997805595398,159.04983472188516,150.14732894524033
2,11,1,b,nonafforded,"John knew that he would not be able to watch all of the movie on TV, and so he considered various options.",He decided to use some video tape to hold a poster to the wall.,-,video tape,,,He decided to use some [MASK] to hold a poster to the wall.,"John knew that he would not be able to watch all of the movie on TV, and so he considered various options. He decided to use some [MASK] to hold a poster to the wall.",12.941174974105325,8.171924630672079,25.88234994821065,31.59549604190721,17.205316519637588,15.797748020953605,34.410633039275176,31.59549604190721,0.9274051785469056,,0.07192939519882202,166.8147385272387,172.7057934309048
2,11,2,a,afforded,"John knew that he would not be able to watch all of the movie on TV, and so he considered various options.",He decided to use some masking tape to hold a poster to the wall. ,-,masking tape,,,He decided to use some [MASK] to hold a poster to the wall. ,"John knew that he would not be able to watch all of the movie on TV, and so he considered various options. He decided to use some [MASK] to hold a poster to the wall. ",15.875696336050751,4.566800744379832,47.627089008152254,33.417876876229684,18.35192504131327,11.139292292076561,55.0557751239398,33.417876876229684,0.9192763566970824,,0.07553130388259888,176.8798225435426,167.86012822775606
2,11,2,b,nonafforded,"John knew that he would not be able to watch all of the movie on TV, and so he considered various options.",He decided to use his VCR to record his favorite TV show on some masking tape.,-,masking tape,,,He decided to use his VCR to record his favorite TV show on some [MASK] .,"John knew that he would not be able to watch all of the movie on TV, and so he considered various options. He decided to use his VCR to record his favorite TV show on some [MASK] .",19.784061521573307,8.686607687233225,59.352184564719906,21.601156905540133,16.891124590495,7.200385635180044,50.673373771485004,21.601156905540133,0.9537255167961121,,0.05771690607070922,170.1739392284794,163.24444811214846
2,12,1,a,afforded,Jen was testing the characteristics of lake water.,She ice skated on the frozen water.,-,frozen water,,,She ice skated on the [MASK] .,Jen was testing the characteristics of lake water. She ice skated on the [MASK] .,6.5258623691151465,4.3996618538729715,13.051724738230293,33.6915963627987,17.249317504232348,11.230532120932901,51.74795251269705,33.6915963627987,0.953207790851593,,0.08247214555740356,101.69952132396156,97.23755614147098
